Agency,Complaint_Type,Location_Type,Incident_Zip,Borough,Vehicle_Type,duration_[days],Created_Date_hour,Created_Date_month,Created_Date_dayofweek,Descriptor_encoded,Weisse,Afroamerikaner,Asiaten,Hispanics
8,6,20,22,2,5,0.02,20,6,2,4,0.544,0.174,0.094,0.272
5,7,19,229,3,5,6.155,14,6,3,50,0.441,0.2,0.176,0.25
7,13,15,114,0,5,6.155,8,7,6,50,0.299,0.356,0.03,0.484
8,6,20,5,2,5,0.08,18,11,1,5,0.544,0.174,0.094,0.272
8,9,18,157,1,5,0.06,20,9,3,27,0.412,0.364,0.075,0.198
7,14,15,121,0,5,6.155,8,8,6,46,0.299,0.356,0.03,0.484
5,13,17,174,1,5,3.03,13,3,0,40,0.412,0.364,0.075,0.198
3,13,2,154,1,5,0.0,15,9,0,39,0.412,0.364,0.075,0.198
8,11,20,157,1,5,0.01,20,8,3,28,0.412,0.364,0.075,0.198
7,18,15,202,3,5,2.22,14,3,0,33,0.441,0.2,0.176,0.25
8,10,16,39,2,5,0.15,21,7,3,3,0.544,0.174,0.094,0.272
7,5,15,108,0,5,0.15,7,1,1,20,0.299,0.356,0.03,0.484
7,2,15,184,3,5,6.15,14,7,4,48,0.441,0.2,0.176,0.25
7,18,15,231,3,5,6.155,21,3,3,33,0.441,0.2,0.176,0.25
8,6,20,121,0,5,0.01,6,8,3,37,0.299,0.356,0.03,0.484
8,13,13,3,2,5,0.02,1,11,4,50,0.544,0.174,0.094,0.272
7,18,15,28,2,5,5.11,8,11,1,33,0.544,0.174,0.094,0.272
7,13,15,225,3,5,2.91,20,9,5,50,0.441,0.2,0.176,0.25
8,9,6,208,3,5,0.01,20,11,5,3,0.441,0.2,0.176,0.25
7,5,15,62,2,5,2.92,19,12,3,20,0.544,0.174,0.094,0.272
7,18,15,143,1,5,6.155,17,10,1,33,0.412,0.364,0.075,0.198
8,10,16,26,2,5,0.03,21,10,5,3,0.544,0.174,0.094,0.272
8,1,20,125,0,5,0.02,3,4,4,36,0.299,0.356,0.03,0.484
8,12,20,158,1,5,0.01,20,10,0,11,0.412,0.364,0.075,0.198
7,5,15,33,2,5,1.53,23,2,5,20,0.544,0.174,0.094,0.272
7,13,15,106,0,5,6.155,19,12,1,50,0.299,0.356,0.03,0.484
5,4,17,203,3,5,0.7,15,7,3,50,0.441,0.2,0.176,0.25
8,6,20,156,1,5,0.05,8,4,4,37,0.412,0.364,0.075,0.198
5,13,17,4,2,5,6.155,21,11,6,40,0.544,0.174,0.094,0.272
8,11,20,31,2,5,0.02,5,10,5,28,0.544,0.174,0.094,0.272
7,14,15,147,1,5,1.16,16,6,2,10,0.412,0.364,0.075,0.198
7,2,15,30,2,5,6.155,14,7,5,15,0.544,0.174,0.094,0.272
8,0,20,167,1,0,0.21,23,10,5,49,0.412,0.364,0.075,0.198
8,6,20,151,1,5,0.16,7,10,1,7,0.412,0.364,0.075,0.198
8,10,16,168,1,5,0.02,23,3,4,3,0.412,0.364,0.075,0.198
8,6,20,119,0,5,0.07,21,3,6,13,0.299,0.356,0.03,0.484
7,15,15,31,2,5,6.155,14,11,0,1,0.544,0.174,0.094,0.272
8,6,20,144,1,5,0.15,21,9,3,6,0.412,0.364,0.075,0.198
4,17,11,102,4,5,0.05,10,5,4,14,0.776,0.097,0.057,0.121
8,6,20,231,3,5,0.03,8,12,3,6,0.441,0.2,0.176,0.25
8,10,16,23,2,5,0.01,21,5,0,3,0.544,0.174,0.094,0.272
8,12,20,113,0,5,0.12,22,5,4,11,0.299,0.356,0.03,0.484
8,10,16,114,0,5,0.12,1,3,6,27,0.299,0.356,0.03,0.484
8,11,20,3,2,5,0.04,0,6,6,27,0.544,0.174,0.094,0.272
7,19,15,181,1,5,1.58,23,5,2,24,0.412,0.364,0.075,0.198
2,13,11,169,1,5,6.155,16,7,2,8,0.412,0.364,0.075,0.198
8,9,18,107,0,5,0.03,4,6,6,12,0.299,0.356,0.03,0.484
8,6,20,148,1,5,0.2,12,9,3,18,0.412,0.364,0.075,0.198
4,13,11,3,2,5,4.81,12,2,4,50,0.544,0.174,0.094,0.272
7,5,15,111,0,5,2.12,9,12,4,20,0.299,0.356,0.03,0.484
8,0,20,31,2,5,0.03,5,7,6,49,0.544,0.174,0.094,0.272
7,18,15,196,3,5,2.22,11,9,3,29,0.441,0.2,0.176,0.25
7,13,15,106,0,5,6.155,18,5,2,9,0.299,0.356,0.03,0.484
7,2,15,147,1,5,3.07,10,3,1,15,0.412,0.364,0.075,0.198
8,1,20,110,0,5,0.12,16,12,6,36,0.299,0.356,0.03,0.484
8,11,20,120,0,5,0.0,20,5,6,27,0.299,0.356,0.03,0.484
8,13,20,22,2,5,0.02,18,12,5,50,0.544,0.174,0.094,0.272
8,11,20,139,3,5,0.03,0,3,5,27,0.441,0.2,0.176,0.25
7,5,15,156,1,5,0.93,21,4,2,20,0.412,0.364,0.075,0.198
1,13,18,15,2,5,1.86,18,12,5,50,0.544,0.174,0.094,0.272
4,13,11,101,4,5,6.155,20,9,0,43,0.776,0.097,0.057,0.121
2,13,11,159,1,5,2.35,15,6,4,8,0.412,0.364,0.075,0.198
7,2,15,121,0,5,2.15,18,11,1,50,0.299,0.356,0.03,0.484
8,11,20,39,2,5,0.13,0,7,5,28,0.544,0.174,0.094,0.272
8,6,20,199,3,5,0.07,20,4,3,6,0.441,0.2,0.176,0.25
8,6,20,142,1,5,0.26,9,2,6,37,0.412,0.364,0.075,0.198
7,14,15,155,1,5,6.155,13,11,0,10,0.412,0.364,0.075,0.198
7,2,15,160,1,5,6.155,21,6,3,48,0.412,0.364,0.075,0.198
5,13,17,175,1,5,1.03,11,3,1,40,0.412,0.364,0.075,0.198
8,6,20,160,1,5,0.02,20,6,3,6,0.412,0.364,0.075,0.198
8,6,20,142,1,5,0.03,16,11,0,37,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.0,13,12,6,27,0.299,0.356,0.03,0.484
8,13,20,4,2,5,0.02,11,7,5,50,0.544,0.174,0.094,0.272
8,6,20,6,2,5,0.03,18,5,1,50,0.544,0.174,0.094,0.272
7,2,15,91,4,5,6.155,8,1,6,15,0.776,0.097,0.057,0.121
8,0,20,195,3,0,0.19,6,6,3,49,0.441,0.2,0.176,0.25
8,6,20,206,3,5,0.63,20,6,3,13,0.441,0.2,0.176,0.25
8,11,20,135,3,5,0.04,16,8,5,27,0.441,0.2,0.176,0.25
4,16,11,227,3,5,0.0,16,12,1,38,0.441,0.2,0.176,0.25
8,6,20,157,1,5,0.0,12,2,2,18,0.412,0.364,0.075,0.198
0,20,11,159,1,5,4.3,18,11,2,17,0.412,0.364,0.075,0.198
8,6,20,202,3,5,0.83,23,11,5,37,0.441,0.2,0.176,0.25
0,8,11,21,2,5,0.15,3,4,0,31,0.544,0.174,0.094,0.272
0,20,11,194,3,5,0.01,11,9,4,50,0.441,0.2,0.176,0.25
6,13,4,22,2,5,6.155,15,12,1,32,0.544,0.174,0.094,0.272
8,10,16,31,2,5,0.02,18,9,4,3,0.544,0.174,0.094,0.272
7,5,15,20,2,5,2.95,18,1,4,20,0.544,0.174,0.094,0.272
3,13,2,173,1,5,1.23,10,6,2,39,0.412,0.364,0.075,0.198
6,13,4,22,2,5,6.155,17,5,0,32,0.544,0.174,0.094,0.272
0,20,11,165,1,5,0.01,10,6,4,50,0.412,0.364,0.075,0.198
7,18,15,112,0,5,6.155,13,9,4,33,0.299,0.356,0.03,0.484
8,9,18,28,2,5,0.02,22,11,4,27,0.544,0.174,0.094,0.272
8,6,20,154,1,5,0.02,7,4,1,37,0.412,0.364,0.075,0.198
8,10,16,205,3,5,0.04,23,3,1,3,0.441,0.2,0.176,0.25
1,13,20,18,2,5,0.25,15,7,0,50,0.544,0.174,0.094,0.272
6,13,4,15,2,5,6.155,6,8,4,32,0.544,0.174,0.094,0.272
8,11,20,4,2,5,0.01,20,12,5,27,0.544,0.174,0.094,0.272
8,11,20,29,2,5,0.01,22,7,3,27,0.544,0.174,0.094,0.272
6,13,4,22,2,5,6.155,14,2,5,32,0.544,0.174,0.094,0.272
8,10,16,181,1,5,0.01,0,9,6,3,0.412,0.364,0.075,0.198
4,16,19,155,1,5,0.13,13,3,3,50,0.412,0.364,0.075,0.198
8,6,20,121,0,5,0.02,22,5,3,6,0.299,0.356,0.03,0.484
4,17,11,155,1,5,0.12,15,3,4,50,0.412,0.364,0.075,0.198
8,12,20,199,3,5,0.06,19,8,1,21,0.441,0.2,0.176,0.25
7,5,15,198,3,5,0.44,10,1,3,0,0.441,0.2,0.176,0.25
0,20,11,167,1,5,0.0,17,12,4,17,0.412,0.364,0.075,0.198
8,10,16,215,3,5,0.03,20,2,6,27,0.441,0.2,0.176,0.25
7,5,15,223,3,5,0.88,16,12,5,20,0.441,0.2,0.176,0.25
7,15,15,25,2,5,1.84,16,2,2,47,0.544,0.174,0.094,0.272
8,6,20,32,2,5,0.76,18,11,6,50,0.544,0.174,0.094,0.272
8,10,16,119,0,5,1.1,0,9,0,27,0.299,0.356,0.03,0.484
8,6,20,164,1,5,0.01,12,7,2,37,0.412,0.364,0.075,0.198
0,13,11,174,1,5,0.12,14,4,2,50,0.412,0.364,0.075,0.198
8,10,16,232,3,5,0.01,0,8,6,27,0.441,0.2,0.176,0.25
1,13,16,157,1,5,0.03,10,3,6,50,0.412,0.364,0.075,0.198
7,13,15,208,3,5,6.155,14,11,0,50,0.441,0.2,0.176,0.25
8,10,16,39,2,5,0.02,21,5,4,27,0.544,0.174,0.094,0.272
8,10,16,117,0,5,0.02,0,7,6,27,0.299,0.356,0.03,0.484
7,5,15,112,0,5,1.65,18,12,6,0,0.299,0.356,0.03,0.484
8,11,20,181,1,5,0.01,19,4,1,27,0.412,0.364,0.075,0.198
8,6,20,211,3,5,0.06,20,8,4,7,0.441,0.2,0.176,0.25
8,6,20,18,2,5,0.11,9,2,0,37,0.544,0.174,0.094,0.272
8,6,20,201,3,5,0.23,8,7,6,6,0.441,0.2,0.176,0.25
4,17,11,120,0,5,0.05,1,3,6,14,0.299,0.356,0.03,0.484
8,6,20,198,3,5,0.14,0,10,6,6,0.441,0.2,0.176,0.25
4,17,11,157,1,5,0.1,4,1,3,14,0.412,0.364,0.075,0.198
3,13,3,105,0,5,0.0,21,7,6,39,0.299,0.356,0.03,0.484
8,10,16,39,2,5,0.07,16,7,0,27,0.544,0.174,0.094,0.272
0,20,11,219,3,5,0.04,18,3,0,50,0.441,0.2,0.176,0.25
8,13,16,18,2,5,0.04,19,10,2,50,0.544,0.174,0.094,0.272
4,13,11,12,2,5,0.0,7,5,4,43,0.544,0.174,0.094,0.272
8,6,20,148,1,5,0.07,1,1,2,6,0.412,0.364,0.075,0.198
5,4,19,157,1,5,5.21,19,8,4,50,0.412,0.364,0.075,0.198
5,3,19,173,1,5,4.76,17,8,2,16,0.412,0.364,0.075,0.198
7,18,15,30,2,5,6.155,15,11,0,29,0.544,0.174,0.094,0.272
8,1,20,173,1,5,0.05,0,6,1,36,0.412,0.364,0.075,0.198
2,13,11,155,1,5,0.0,11,1,1,50,0.412,0.364,0.075,0.198
2,13,11,13,2,5,0.44,13,9,2,50,0.544,0.174,0.094,0.272
7,5,15,115,0,5,2.88,14,1,6,20,0.299,0.356,0.03,0.484
4,16,11,91,4,5,0.93,7,9,3,38,0.776,0.097,0.057,0.121
3,13,12,149,1,5,0.0,15,3,2,39,0.412,0.364,0.075,0.198
8,6,20,187,3,5,0.02,4,11,5,6,0.441,0.2,0.176,0.25
2,13,11,175,1,5,1.44,13,6,6,8,0.412,0.364,0.075,0.198
8,1,20,142,1,5,0.05,11,5,0,30,0.412,0.364,0.075,0.198
7,5,15,26,2,5,1.26,14,2,6,20,0.544,0.174,0.094,0.272
7,5,15,91,4,5,2.26,11,12,6,20,0.776,0.097,0.057,0.121
8,13,20,36,2,5,0.01,1,5,6,50,0.544,0.174,0.094,0.272
8,6,20,125,0,5,0.08,0,5,3,6,0.299,0.356,0.03,0.484
7,19,15,156,1,5,6.155,17,4,0,50,0.412,0.364,0.075,0.198
8,6,20,177,1,5,0.03,14,8,4,34,0.412,0.364,0.075,0.198
8,6,20,119,0,4,0.42,13,6,6,19,0.299,0.356,0.03,0.484
8,6,20,173,1,5,0.02,8,12,0,37,0.412,0.364,0.075,0.198
4,17,11,208,3,5,0.07,7,10,2,14,0.441,0.2,0.176,0.25
4,16,19,173,1,5,0.19,11,2,1,50,0.412,0.364,0.075,0.198
8,10,16,102,4,5,0.02,0,4,0,28,0.776,0.097,0.057,0.121
4,13,11,196,3,5,6.155,11,6,4,43,0.441,0.2,0.176,0.25
4,17,11,155,1,5,0.07,19,4,4,50,0.412,0.364,0.075,0.198
4,16,19,166,1,5,1.07,13,1,2,50,0.412,0.364,0.075,0.198
8,6,20,113,0,5,0.12,6,1,4,6,0.299,0.356,0.03,0.484
5,3,19,230,3,5,2.35,17,1,6,16,0.441,0.2,0.176,0.25
8,1,20,169,1,5,0.03,22,3,1,30,0.412,0.364,0.075,0.198
7,5,15,62,2,5,1.33,9,2,5,0,0.544,0.174,0.094,0.272
8,1,20,186,3,5,0.1,5,10,3,30,0.441,0.2,0.176,0.25
7,18,15,121,0,5,6.155,5,11,2,23,0.299,0.356,0.03,0.484
4,16,19,142,1,5,0.58,21,10,2,50,0.412,0.364,0.075,0.198
0,20,11,126,0,5,1.04,7,11,1,50,0.299,0.356,0.03,0.484
8,1,20,220,3,5,0.01,21,2,3,30,0.441,0.2,0.176,0.25
7,15,15,218,3,5,6.155,7,10,4,2,0.441,0.2,0.176,0.25
8,11,20,20,2,5,0.03,8,9,5,28,0.544,0.174,0.094,0.272
8,6,20,145,1,5,0.1,15,9,3,50,0.412,0.364,0.075,0.198
5,7,19,159,1,5,1.9,11,12,6,45,0.412,0.364,0.075,0.198
7,5,15,17,2,5,6.06,19,1,1,0,0.544,0.174,0.094,0.272
7,5,15,115,0,5,1.39,11,2,1,20,0.299,0.356,0.03,0.484
5,4,17,152,1,5,3.15,10,12,0,50,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.0,18,6,5,27,0.299,0.356,0.03,0.484
7,14,15,32,2,5,1.55,8,9,1,10,0.544,0.174,0.094,0.272
8,0,20,206,3,2,0.11,10,4,0,49,0.441,0.2,0.176,0.25
7,13,15,152,1,5,6.155,9,2,4,50,0.412,0.364,0.075,0.198
8,6,20,185,3,5,0.09,6,6,3,7,0.441,0.2,0.176,0.25
8,6,20,109,0,5,0.01,3,3,3,6,0.299,0.356,0.03,0.484
7,5,15,121,0,5,2.03,15,12,5,20,0.299,0.356,0.03,0.484
7,2,15,165,1,5,6.155,11,7,0,15,0.412,0.364,0.075,0.198
8,6,20,168,1,5,0.0,17,3,1,18,0.412,0.364,0.075,0.198
8,1,20,166,1,5,0.06,13,4,4,30,0.412,0.364,0.075,0.198
7,18,15,31,2,5,6.155,20,1,6,29,0.544,0.174,0.094,0.272
8,0,20,218,3,0,0.12,15,6,4,49,0.441,0.2,0.176,0.25
8,11,20,39,2,5,0.06,23,7,4,27,0.544,0.174,0.094,0.272
8,10,16,218,3,5,0.07,0,7,6,27,0.441,0.2,0.176,0.25
8,6,20,118,0,5,0.27,20,7,2,13,0.299,0.356,0.03,0.484
7,15,15,24,2,5,1.8,12,3,4,50,0.544,0.174,0.094,0.272
7,5,15,165,1,5,2.4,5,11,4,20,0.412,0.364,0.075,0.198
3,13,2,125,0,5,0.0,9,10,1,39,0.299,0.356,0.03,0.484
8,6,20,125,0,5,0.03,5,11,3,6,0.299,0.356,0.03,0.484
8,6,20,126,0,5,0.13,4,5,3,6,0.299,0.356,0.03,0.484
5,3,19,205,3,5,0.84,16,11,1,16,0.441,0.2,0.176,0.25
5,7,19,25,2,5,3.12,10,4,4,50,0.544,0.174,0.094,0.272
4,17,11,105,0,5,6.155,7,2,3,50,0.299,0.356,0.03,0.484
5,7,19,174,1,5,4.13,12,8,5,45,0.412,0.364,0.075,0.198
7,5,15,105,0,5,2.06,12,1,1,20,0.299,0.356,0.03,0.484
0,8,11,88,2,5,2.32,22,5,5,50,0.544,0.174,0.094,0.272
8,1,20,120,0,5,0.07,8,5,3,30,0.299,0.356,0.03,0.484
8,6,20,183,3,5,0.02,9,9,4,37,0.441,0.2,0.176,0.25
8,11,20,122,0,5,0.05,1,4,6,27,0.299,0.356,0.03,0.484
8,1,20,218,3,5,0.1,2,7,6,30,0.441,0.2,0.176,0.25
8,11,20,105,0,5,0.02,2,5,5,27,0.299,0.356,0.03,0.484
8,1,20,147,1,5,0.03,16,12,3,36,0.412,0.364,0.075,0.198
0,8,11,24,2,5,0.45,22,9,4,31,0.544,0.174,0.094,0.272
8,6,20,30,2,5,0.11,15,1,6,37,0.544,0.174,0.094,0.272
8,11,20,109,0,5,0.69,21,7,3,27,0.299,0.356,0.03,0.484
8,0,20,178,1,5,0.01,20,11,1,49,0.412,0.364,0.075,0.198
8,1,20,216,3,5,0.01,13,1,3,30,0.441,0.2,0.176,0.25
8,1,20,195,3,5,0.48,21,9,5,36,0.441,0.2,0.176,0.25
7,18,15,152,1,5,6.155,10,12,4,33,0.412,0.364,0.075,0.198
7,19,15,107,0,5,6.155,19,5,1,24,0.299,0.356,0.03,0.484
7,13,15,120,0,5,6.155,11,4,4,50,0.299,0.356,0.03,0.484
7,13,15,148,1,5,6.155,14,3,5,22,0.412,0.364,0.075,0.198
5,3,19,164,1,5,0.45,16,9,0,16,0.412,0.364,0.075,0.198
8,1,20,163,1,5,0.06,20,2,0,30,0.412,0.364,0.075,0.198
8,10,16,28,2,5,0.02,18,12,2,3,0.544,0.174,0.094,0.272
8,6,20,147,1,5,0.03,0,5,2,37,0.412,0.364,0.075,0.198
8,10,16,217,3,5,0.06,0,6,6,27,0.441,0.2,0.176,0.25
7,14,15,173,1,5,3.9,19,7,3,46,0.412,0.364,0.075,0.198
8,9,18,125,0,5,0.16,12,3,6,28,0.299,0.356,0.03,0.484
8,12,20,176,1,5,0.02,2,8,6,12,0.412,0.364,0.075,0.198
7,18,15,152,1,5,6.155,4,6,5,33,0.412,0.364,0.075,0.198
7,18,15,81,2,5,6.155,11,1,3,33,0.544,0.174,0.094,0.272
8,1,20,169,1,5,0.14,22,6,6,30,0.412,0.364,0.075,0.198
7,18,15,126,0,5,6.155,18,12,0,33,0.299,0.356,0.03,0.484
8,6,20,142,1,5,0.05,18,9,3,18,0.412,0.364,0.075,0.198
8,13,20,9,2,5,0.01,14,7,2,50,0.544,0.174,0.094,0.272
8,1,20,175,1,5,0.01,11,5,5,30,0.412,0.364,0.075,0.198
5,4,17,105,0,5,4.77,12,6,3,45,0.299,0.356,0.03,0.484
8,6,20,207,3,5,0.03,2,1,2,37,0.441,0.2,0.176,0.25
5,13,17,135,3,5,4.19,8,8,5,40,0.441,0.2,0.176,0.25
0,8,11,135,3,5,0.81,6,1,0,31,0.441,0.2,0.176,0.25
8,6,20,170,1,5,0.02,10,3,0,6,0.412,0.364,0.075,0.198
8,1,20,144,1,5,0.03,17,2,1,36,0.412,0.364,0.075,0.198
8,6,20,137,3,5,0.0,10,1,0,7,0.441,0.2,0.176,0.25
8,11,20,15,2,5,0.0,0,3,4,27,0.544,0.174,0.094,0.272
8,6,20,3,2,5,0.03,8,1,1,5,0.544,0.174,0.094,0.272
7,5,15,31,2,5,3.62,5,11,2,20,0.544,0.174,0.094,0.272
2,13,11,13,2,5,0.34,15,2,3,50,0.544,0.174,0.094,0.272
8,1,20,135,3,5,0.08,9,6,0,30,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.25,20,9,4,27,0.299,0.356,0.03,0.484
7,5,15,105,0,5,1.04,8,3,3,0,0.299,0.356,0.03,0.484
5,13,19,3,2,5,0.94,14,1,2,40,0.544,0.174,0.094,0.272
8,6,20,147,1,5,0.1,23,3,1,6,0.412,0.364,0.075,0.198
7,5,15,31,2,5,3.72,23,5,3,0,0.544,0.174,0.094,0.272
2,13,11,232,3,5,6.155,10,4,0,50,0.441,0.2,0.176,0.25
4,16,19,93,4,5,3.4,23,10,3,50,0.776,0.097,0.057,0.121
7,5,15,148,1,5,2.02,16,1,2,20,0.412,0.364,0.075,0.198
8,11,20,23,2,5,0.01,8,1,3,27,0.544,0.174,0.094,0.272
8,11,20,33,2,5,0.05,3,3,2,27,0.544,0.174,0.094,0.272
6,13,4,24,2,5,6.155,10,12,1,32,0.544,0.174,0.094,0.272
4,17,11,169,1,5,0.03,15,6,1,50,0.412,0.364,0.075,0.198
7,13,15,232,3,5,6.155,8,7,1,22,0.441,0.2,0.176,0.25
8,11,20,37,2,5,0.04,12,5,1,27,0.544,0.174,0.094,0.272
8,10,16,165,1,5,0.04,1,4,1,3,0.412,0.364,0.075,0.198
5,7,19,140,3,5,0.9,13,6,1,50,0.441,0.2,0.176,0.25
0,20,11,96,4,5,0.74,17,11,1,17,0.776,0.097,0.057,0.121
8,9,18,181,1,5,0.03,18,6,3,27,0.412,0.364,0.075,0.198
8,10,16,208,3,5,0.06,20,5,5,27,0.441,0.2,0.176,0.25
7,5,15,119,0,5,2.1,7,4,1,0,0.299,0.356,0.03,0.484
8,12,20,172,1,1,0.01,22,2,5,12,0.412,0.364,0.075,0.198
7,2,15,33,2,5,6.155,18,2,5,15,0.544,0.174,0.094,0.272
8,6,20,8,2,5,0.1,11,12,3,37,0.544,0.174,0.094,0.272
7,18,15,39,2,5,5.69,18,1,2,29,0.544,0.174,0.094,0.272
7,5,15,113,0,5,0.24,10,3,3,0,0.299,0.356,0.03,0.484
7,18,15,115,0,5,6.155,13,9,5,33,0.299,0.356,0.03,0.484
7,19,15,232,3,5,2.96,14,9,6,24,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.03,19,6,1,27,0.299,0.356,0.03,0.484
8,6,20,208,3,5,0.04,8,8,6,6,0.441,0.2,0.176,0.25
8,6,20,214,3,5,0.01,2,8,5,6,0.441,0.2,0.176,0.25
7,2,15,227,3,5,6.155,4,12,5,50,0.441,0.2,0.176,0.25
0,20,11,119,0,5,0.01,13,9,1,50,0.299,0.356,0.03,0.484
7,15,15,109,0,5,2.8,18,10,6,44,0.299,0.356,0.03,0.484
8,11,20,33,2,5,0.01,18,2,3,27,0.544,0.174,0.094,0.272
4,16,11,151,1,5,0.0,15,2,1,38,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.63,18,12,1,27,0.299,0.356,0.03,0.484
4,17,11,221,3,5,0.03,18,7,0,14,0.441,0.2,0.176,0.25
7,5,15,106,0,5,0.31,11,1,1,0,0.299,0.356,0.03,0.484
8,1,20,154,1,5,0.03,10,3,1,30,0.412,0.364,0.075,0.198
8,10,16,159,1,5,0.07,23,8,3,3,0.412,0.364,0.075,0.198
0,8,11,20,2,5,1.92,2,11,0,31,0.544,0.174,0.094,0.272
7,2,15,110,0,5,6.155,18,7,2,15,0.299,0.356,0.03,0.484
5,13,17,197,3,5,0.69,14,7,4,40,0.441,0.2,0.176,0.25
4,13,11,115,0,5,0.0,9,12,1,50,0.299,0.356,0.03,0.484
8,10,16,165,1,5,0.08,21,3,4,27,0.412,0.364,0.075,0.198
7,18,15,163,1,5,6.155,11,7,6,33,0.412,0.364,0.075,0.198
8,1,20,194,3,5,0.01,17,6,5,30,0.441,0.2,0.176,0.25
7,5,15,4,2,5,1.94,19,4,4,20,0.544,0.174,0.094,0.272
8,6,20,201,3,5,0.19,22,12,5,7,0.441,0.2,0.176,0.25
7,5,15,17,2,5,0.46,23,2,2,20,0.544,0.174,0.094,0.272
8,9,18,161,1,5,0.1,18,6,5,27,0.412,0.364,0.075,0.198
7,2,15,119,0,5,6.155,11,11,1,48,0.299,0.356,0.03,0.484
8,6,20,148,1,5,0.01,5,2,1,6,0.412,0.364,0.075,0.198
3,13,2,232,3,5,6.155,8,5,4,39,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.01,22,7,5,27,0.299,0.356,0.03,0.484
7,14,15,156,1,5,5.37,0,3,3,46,0.412,0.364,0.075,0.198
7,18,15,232,3,5,3.36,12,9,4,33,0.441,0.2,0.176,0.25
8,10,16,114,0,5,0.17,17,12,5,27,0.299,0.356,0.03,0.484
8,6,20,142,1,5,0.17,15,6,1,7,0.412,0.364,0.075,0.198
7,13,15,142,1,5,6.155,16,8,4,50,0.412,0.364,0.075,0.198
8,6,20,222,3,5,0.19,14,3,2,6,0.441,0.2,0.176,0.25
8,10,16,24,2,5,0.01,1,8,5,3,0.544,0.174,0.094,0.272
0,20,11,102,4,5,0.14,14,6,3,50,0.776,0.097,0.057,0.121
8,1,20,214,3,5,0.04,11,10,6,30,0.441,0.2,0.176,0.25
8,1,20,122,0,5,0.11,23,3,4,30,0.299,0.356,0.03,0.484
8,1,20,165,1,5,0.02,4,6,2,30,0.412,0.364,0.075,0.198
7,5,15,110,0,5,4.03,18,12,4,20,0.299,0.356,0.03,0.484
8,6,20,163,1,5,0.01,11,11,4,35,0.412,0.364,0.075,0.198
8,10,16,104,0,5,0.06,5,10,1,28,0.299,0.356,0.03,0.484
8,1,20,217,3,5,0.04,5,8,3,36,0.441,0.2,0.176,0.25
8,11,20,115,0,5,0.03,20,6,3,28,0.299,0.356,0.03,0.484
8,1,20,125,0,5,0.04,21,7,1,30,0.299,0.356,0.03,0.484
5,3,19,148,1,5,0.68,20,8,0,16,0.412,0.364,0.075,0.198
8,1,20,121,0,5,0.15,19,6,0,30,0.299,0.356,0.03,0.484
8,6,20,122,0,5,0.05,15,3,2,13,0.299,0.356,0.03,0.484
7,15,15,33,2,5,3.01,20,4,1,44,0.544,0.174,0.094,0.272
7,5,15,144,1,5,0.6,5,3,2,20,0.412,0.364,0.075,0.198
8,10,16,229,3,5,0.01,0,8,6,27,0.441,0.2,0.176,0.25
8,6,20,120,0,5,0.05,16,7,5,50,0.299,0.356,0.03,0.484
8,10,16,175,1,5,0.03,6,8,3,3,0.412,0.364,0.075,0.198
8,13,18,204,3,5,0.23,15,4,2,50,0.441,0.2,0.176,0.25
8,6,20,184,3,5,0.22,0,10,5,13,0.441,0.2,0.176,0.25
8,10,16,199,3,5,0.04,1,12,6,27,0.441,0.2,0.176,0.25
8,6,20,202,3,5,0.12,20,1,3,6,0.441,0.2,0.176,0.25
8,9,18,105,0,5,0.07,20,7,6,27,0.299,0.356,0.03,0.484
7,5,15,94,4,5,0.31,10,1,6,20,0.776,0.097,0.057,0.121
8,6,20,105,0,5,0.1,8,12,4,19,0.299,0.356,0.03,0.484
8,6,20,112,0,5,0.03,4,10,2,6,0.299,0.356,0.03,0.484
7,2,15,109,0,5,6.155,14,6,2,48,0.299,0.356,0.03,0.484
7,18,15,152,1,5,6.155,14,7,1,23,0.412,0.364,0.075,0.198
8,9,18,4,2,5,0.02,2,9,6,27,0.544,0.174,0.094,0.272
7,5,15,112,0,5,4.67,22,1,2,20,0.299,0.356,0.03,0.484
4,16,11,230,3,5,0.0,14,4,4,38,0.441,0.2,0.176,0.25
0,20,11,175,1,5,0.01,12,2,4,50,0.412,0.364,0.075,0.198
3,13,12,3,2,5,0.0,9,4,6,50,0.544,0.174,0.094,0.272
8,6,20,121,0,0,0.02,14,12,2,18,0.299,0.356,0.03,0.484
7,5,15,123,0,5,0.1,12,12,3,0,0.299,0.356,0.03,0.484
8,11,20,163,1,5,0.01,0,7,1,27,0.412,0.364,0.075,0.198
8,6,20,154,1,5,0.34,14,10,4,6,0.412,0.364,0.075,0.198
8,1,20,122,0,5,0.22,18,5,0,36,0.299,0.356,0.03,0.484
2,13,11,154,1,5,2.14,20,12,5,50,0.412,0.364,0.075,0.198
7,13,15,111,0,5,6.155,17,1,0,50,0.299,0.356,0.03,0.484
7,5,15,111,0,5,1.8,18,1,1,20,0.299,0.356,0.03,0.484
8,1,20,151,1,5,0.14,11,11,2,30,0.412,0.364,0.075,0.198
